Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
0,0,5060.1283,101.325,0,1,0.89806353,0,0,0,8.27,2,0
0.001,0,5060.1283,200.21101,-6.4923746,0.99556047,0.89752671,4.4395308,0.53682355,0.025176459,8.27,2.0115068,0.057534089
0.002,51.003971,5053.6359,296.66624,-8.0601611,0.99116715,0.89699547,4.3933237,0.53123623,0.04970635,8.27,2.0228287,0.05660957
0.003,107.31589,5045.5758,390.35583,-8.3848816,0.98681989,0.8964698,4.347256,0.52566579,0.073594901,8.27,2.0339692,0.055702447
0.004,161.90876,5037.1909,481.1907,-8.3986523,0.98251807,0.89594963,4.3018161,0.52017124,0.096762442,8.27,2.0449329,0.054818309
0.005,214.78744,5028.7922,569.17839,-8.3364223,0.97826092,0.89543486,4.2571535,0.51477068,0.11919033,8.27,2.0557245,0.053958319
0.006,265.97644,5020.4558,654.37242,-8.2568226,0.97404761,0.89492539,4.2133145,0.50946972,0.1408171,8.27,2.066349,0.053122331
0.007,315.5252,5012.199,736.84812,-8.1743093,0.9698773,0.89442112,4.1703088,0.5042695,0.16168883,8.27,2.076811,0.052309757
0.008,363.48787,5004.0247,816.69171,-8.0923895,0.96574917,0.89392195,4.1281307,0.49916937,0.18184498,8.27,2.0871149,0.051519855
0.009,409.91971,4995.9323,893.9944,-8.0118836,0.9616624,0.89342779,4.0867675,0.49416777,0.20131176,8.27,2.0972653,0.050751832
0.01,454.87689,4987.9204,968.84898,-7.9329579,0.9576162,0.89293852,4.0462024,0.48926269,0.22011622,8.27,2.1072663,0.050004881
0.011,498.41521,4979.9874,1041.3477,-7.8556191,0.95360978,0.89245407,4.0064166,0.48445182,0.23828534,8.27,2.1171219,0.049278202
0.012,540.59486,4972.1318,1111.5798,-7.7798353,0.94964239,0.89197434,3.9673898,0.47973275,0.25591096,8.27,2.1268361,0.048571014
0.013,581.46756,4964.352,1179.6324,-7.7055653,0.94571329,0.89149924,3.9291021,0.47510304,0.27300991,8.27,2.1364126,0.04788257
0.014,621.0801,4956.6464,1245.5902,-7.6327662,0.94182175,0.89102868,3.8915332,0.47056024,0.28955934,8.27,2.1458551,0.047212148
0.015,659.48173,4949.0137,1309.5349,-7.5613941,0.93796709,0.89056257,3.8546624,0.46610187,0.30558169,8.27,2.1551669,0.046559052
0.016,696.71966,4941.4523,1371.5449,-7.4914056,0.93414862,0.89010085,3.8184697,0.46172548,0.3210985,8.27,2.1643514,0.045922615
0.017,732.83913,4933.9609,1431.6952,-7.4227584,0.93036569,0.88964342,3.7829352,0.45742869,0.33613036,8.27,2.1734118,0.0453022
0.018,767.88339,4926.5381,1490.0576,-7.3554111,0.92661765,0.88919021,3.7480397,0.45320916,0.3506969,8.27,2.1823513,0.0446972
0.019,801.89375,4919.1827,1546.7005,-7.2893238,0.92290388,0.88874115,3.7137645,0.44906463,0.36481686,8.27,2.1911727,0.044107035
0.02,834.91321,4911.8934,1601.6889,-7.2244578,0.91922379,0.88829615,3.6800915,0.44499292,0.37855204,8.27,2.1998789,0.043531153
0.021,866.97629,4904.6689,1655.0848,-7.1607766,0.91557679,0.88785516,3.6470036,0.44099197,0.3918863,8.27,2.2084727,0.042969033
0.022,898.11803,4897.5081,1706.948,-7.0982445,0.9119623,0.8874181,3.614484,0.43705974,0.40482647,8.27,2.2169568,0.042420173
0.023,928.37265,4890.4099,1757.3353,-7.0368269,0.90837979,0.88698491,3.5825165,0.43319426,0.4173877,8.27,2.2253336,0.041884096
0.024,957.7728,4883.3731,1806.3009,-6.9764907,0.9048287,0.88655551,3.5510855,0.42939365,0.42958442,8.27,2.2336056,0.041360347
0.025,986.34964,4876.3966,1853.8966,-6.9172039,0.90130853,0.88612986,3.5201758,0.42565608,0.44143038,8.27,2.2417753,0.040848491
0.026,1014.1329,4869.4794,1900.1718,-6.8589357,0.89781875,0.88570788,3.4897729,0.42197979,0.45293866,8.27,2.249845,0.040348114
0.027,1041.1509,4862.6204,1945.1737,-6.8016567,0.89435889,0.88528951,3.4598629,0.4183631,0.46412176,8.27,2.2578167,0.039858822
0.028,1067.4308,4855.8188,1988.9472,-6.7453383,0.89092846,0.88487471,3.4304322,0.41480438,0.47499155,8.27,2.2656928,0.039380236
0.029,1092.9984,4849.0734,2031.5353,-6.6899534,0.88752699,0.88446341,3.401468,0.41130206,0.4855594,8.27,2.2734752,0.038911999
0.03,1117.8811,4842.3835,2072.9789,-6.6354758,0.88415403,0.88405555,3.3729578,0.40785464,0.49585628,8.27,2.2811659,0.038453764
0.031,1142.1007,4835.748,2113.317,-6.5818806,0.88080914,0.88365109,3.3448899,0.40446069,0.5058795,8.27,2.288767,0.038005208
0.032,1165.6787,4829.1661,2152.5872,-6.5291437,0.87749189,0.88324997,3.3172527,0.40111883,0.51563191,8.27,2.2962802,0.037566016
0.033,1188.6366,4822.637,2190.8253,-6.477242,0.87420185,0.88285215,3.2900351,0.39782771,0.52512286,8.27,2.3037074,0.037135889
0.034,1210.9952,4816.1597,2228.0658,-6.426153,0.87093863,0.88245756,3.2632266,0.39458604,0.53436128,8.27,2.3110503,0.036714539
0.035,1232.7742,4809.7336,2264.3415,-6.3758553,0.86770181,0.88206617,3.2368167,0.39139258,0.54335572,8.27,2.3183106,0.036301693
0.036,1253.9925,4803.3577,2299.6838,-6.3263281,0.86449102,0.88167792,3.2107955,0.38824614,0.55211435,8.27,2.32549,0.035897086
0.037,1274.6683,4797.0314,2334.1229,-6.2775516,0.86130586,0.88129278,3.1851536,0.38514554,0.560645,8.27,2.3325901,0.035500467
0.038,1294.8189,4790.7539,2367.6878,-6.2295066,0.85814598,0.88091069,3.1598817,0.38208969,0.56895514,8.27,2.3396124,0.035111595
0.039,1314.4609,4784.5243,2400.406,-6.1821746,0.85501101,0.88053161,3.1349709,0.3790775,0.57705194,8.27,2.3465585,0.034730238
0.04,1333.6104,4778.3422,2432.3041,-6.1355378,0.8519006,0.8801555,3.1104127,0.37610795,0.58494225,8.27,2.3534297,0.034356175
0.041,1352.2826,4772.2066,2463.4077,-6.0895791,0.8488144,0.87978232,3.0861989,0.37318003,0.59263267,8.27,2.3602276,0.033989192
0.042,1370.4923,4766.1171,2493.7412,-6.0442821,0.84575208,0.87941203,3.0623214,0.37029279,0.60012948,8.27,2.3669534,0.033629085
0.043,1388.2534,4760.0728,2523.3279,-5.9996309,0.8427133,0.87904458,3.0387726,0.36744529,0.60743874,8.27,2.3736085,0.033275659
0.044,1405.5808,4754.0731,2552.1904,-5.9556101,0.83969776,0.87867995,3.015545,0.36463664,0.61457824,8.27,2.3801942,0.032928723
0.045,1422.4863,4748.1175,2580.3502,-5.9122051,0.83670513,0.87831808,2.9926317,0.36186599,0.62154463,8.27,2.3867119,0.0325881
0.046,1438.9824,4742.2053,2607.8281,-5.8694018,0.8337351,0.87795895,2.9700258,0.3591325,0.62834008,8.27,2.3931626,0.032253615
0.047,1455.081,4736.3359,2634.6442,-5.8271865,0.83078738,0.87760251,2.9477205,0.35643537,0.63496969,8.27,2.3995476,0.0319251
0.048,1470.7937,4730.5087,2660.8177,-5.7855458,0.82786167,0.87724874,2.9257095,0.35377382,0.64143841,8.27,2.4058681,0.031602395
0.049,1486.1316,4724.7232,2686.3672,-5.744467,0.82495768,0.87689759,2.9039864,0.35114709,0.64775095,8.27,2.4121252,0.031285344
0.05,1501.1054,4718.9787,2711.3104,-5.7039376,0.82207514,0.87654904,2.8825453,0.34855444,0.65391189,8.27,2.4183199,0.030973798
0.051,1515.7255,4713.2748,2735.6646,-5.6639457,0.81921376,0.87620304,2.8613802,0.34599519,0.65992558,8.27,2.4244534,0.030667614
0.052,1530.0018,4707.6108,2759.4463,-5.6244798,0.81637327,0.87585957,2.8404856,0.34346864,0.66579626,8.27,2.4305268,0.030366652
0.053,1543.9439,4701.9864,2782.6715,-5.5855286,0.81355342,0.8755186,2.819856,0.34097413,0.67152798,8.27,2.4365409,0.03007078
0.054,1557.561,4696.4008,2805.3554,-5.5470814,0.81075393,0.87518009,2.7994861,0.33851102,0.67712466,8.27,2.4424969,0.029779868
0.055,1570.862,4690.8538,2827.513,-5.5091277,0.80797456,0.87484401,2.7793708,0.33607869,0.68259005,8.27,2.4483957,0.029493793
0.056,1583.8555,4685.3446,2849.1585,-5.4716574,0.80521506,0.87451033,2.7595051,0.33367655,0.68792779,8.27,2.4542381,0.029212435
0.057,1596.5498,4679.873,2870.3057,-5.4346607,0.80247517,0.87417903,2.7398841,0.33130401,0.69314137,8.27,2.4600253,0.028935678
0.058,1608.9528,4674.4383,2890.9679,-5.3981282,0.79975467,0.87385007,2.7205034,0.3289605,0.69823418,8.27,2.465758,0.02866341
0.059,1621.0723,4669.0402,2911.1579,-5.3620507,0.79705331,0.87352342,2.7013582,0.32664549,0.70320947,8.27,2.4714371,0.028395524
0.06,1632.9158,4663.6781,2930.8882,-5.3264193,0.79437087,0.87319906,2.6824442,0.32435843,0.70807039,8.27,2.4770634,0.028131916
0.061,1644.4904,4658.3517,2950.1707,-5.2912254,0.79170711,0.87287697,2.6637573,0.32209883,0.71281995,8.27,2.4826379,0.027872485
0.062,1655.8031,4653.0605,2969.017,-5.2564606,0.78906182,0.8725571,2.6452932,0.31986617,0.71746111,8.27,2.4881614,0.027617133
0.063,1666.8606,4647.804,2987.4383,-5.222117,0.78643477,0.87223944,2.627048,0.31765998,0.72199668,8.27,2.4936345,0.027365767
0.064,1677.6694,4642.5819,3005.4454,-5.1881867,0.78382575,0.87192396,2.6090178,0.31547978,0.72642939,8.27,2.4990582,0.027118296
0.065,1688.2359,4637.3937,3023.0487,-5.1546621,0.78123455,0.87161063,2.5911988,0.31332513,0.73076425,8.27,2.5044331,0.026874632
0.066,1698.5664,4632.2391,3040.2584,-5.1215358,0.77866096,0.87129944,2.5735874,0.31119557,0.73500675,8.27,2.50976,0.02663469
0.067,1708.6664,4627.1175,3057.0842,-5.0888009,0.77610478,0.87099035,2.55618,0.30909069,0.73915395,8.27,2.5150397,0.026398388
0.068,1718.5415,4622.0287,3073.5355,-5.0564504,0.77356581,0.87068334,2.5389733,0.30701008,0.74320825,8.27,2.5202729,0.026165645
0.069,1728.1974,4616.9723,3089.6216,-5.0244776,0.77104385,0.87037838,2.5219639,0.30495331,0.74717194,8.27,2.5254601,0.025936386
0.07,1737.6393,4611.9478,3105.3514,-4.992876,0.7685387,0.87007546,2.5051484,0.30292001,0.75104728,8.27,2.5306022,0.025710535
0.071,1746.8725,4606.9549,3120.7335,-4.9616392,0.76605017,0.86977455,2.4885238,0.30090977,0.75483643,8.27,2.5356998,0.025488019
0.072,1755.9019,4601.9933,3135.7762,-4.9307611,0.76357809,0.86947563,2.472087,0.29892224,0.75854148,8.27,2.5407536,0.025268768
0.073,1764.7324,4597.0625,3150.4876,-4.9002356,0.76112225,0.86917868,2.4558348,0.29695705,0.76216448,8.27,2.5457641,0.025052713
0.074,1773.3687,4592.1623,3164.8756,-4.870057,0.75868249,0.86888366,2.4397645,0.29501384,0.76570738,8.27,2.5507321,0.024839789
0.075,1781.8154,4587.2922,3178.9477,-4.8402196,0.75625861,0.86859057,2.4238731,0.29309228,0.76917211,8.27,2.5556581,0.024629931
0.076,1790.0769,4582.452,3192.7115,-4.8107179,0.75385046,0.86829938,2.408158,0.29119201,0.77256051,8.27,2.5605427,0.024423077
0.077,1798.1576,4577.6413,3206.1739,-4.7815465,0.75145784,0.86801006,2.3926163,0.28931273,0.77587437,8.27,2.5653865,0.024219167
0.078,1806.0616,4572.8597,3219.342,-4.7527003,0.74908059,0.86772261,2.3772455,0.28745411,0.77911544,8.27,2.5701902,0.02401814
0.079,1813.7929,4568.107,3232.2225,-4.7241742,0.74671855,0.86743699,2.362043,0.28561584,0.78228541,8.27,2.5749541,0.023819942
0.08,1821.3554,4563.3829,3244.822,-4.6959632,0.74437155,0.8671532,2.3470063,0.28379761,0.78538592,8.27,2.5796791,0.023624516
0.081,1828.7531,4558.6869,3257.1468,-4.6680626,0.74203941,0.8668712,2.3321329,0.28199915,0.78841855,8.27,2.5843654,0.023431807
0.082,1835.9896,4554.0188,3269.203,-4.6404677,0.73972199,0.86659098,2.3174206,0.28022015,0.79138486,8.27,2.5890138,0.023241765
0.083,1843.0685,4549.3784,3280.9968,-4.613174,0.73741912,0.86631252,2.302867,0.27846034,0.79428634,8.27,2.5936246,0.023054338
0.084,1849.9932,4544.7652,3292.5338,-4.5861771,0.73513065,0.8660358,2.2884698,0.27671945,0.79712445,8.27,2.5981985,0.022869477
0.085,1856.7673,4540.179,3303.8199,-4.5594725,0.73285643,0.8657608,2.2742269,0.27499721,0.7999006,8.27,2.602736,0.022687133
0.086,1863.394,4535.6195,3314.8605,-4.5330562,0.73059629,0.86548751,2.2601361,0.27329336,0.80261618,8.27,2.6072374,0.02250726
0.087,1869.8766,4531.0865,3325.6609,-4.506924,0.7283501,0.8652159,2.2461952,0.27160764,0.80527252,8.27,2.6117034,0.022329813
0.088,1876.2181,4526.5796,3336.2263,-4.4810719,0.72611769,0.86494596,2.2324023,0.26993982,0.80787091,8.27,2.6161343,0.022154746
0.089,1882.4216,4522.0985,3346.5619,-4.4554961,0.72389894,0.86467767,2.2187554,0.26828965,0.81041263,8.27,2.6205307,0.021982017
0.09,1888.4901,4517.643,3356.6726,-4.4301927,0.72169369,0.86441101,2.2052524,0.26665688,0.8128989,8.27,2.624893,0.021811585
0.091,1894.4265,4513.2128,3366.5631,-4.4051581,0.7195018,0.86414597,2.1918916,0.2650413,0.81533091,8.27,2.6292217,0.021643407
0.092,1900.2335,4508.8076,3376.2382,-4.3803886,0.71732312,0.86388253,2.178671,0.26344268,0.81770984,8.27,2.6335172,0.021477444
0.093,1905.9139,4504.4273,3385.7023,-4.3558807,0.71515754,0.86362067,2.1655887,0.26186079,0.82003682,8.27,2.6377799,0.021313658
0.094,1911.4703,4500.0714,3394.9599,-4.3316309,0.71300489,0.86336037,2.1526431,0.26029542,0.82231294,8.27,2.6420103,0.02115201
0.095,1916.9054,4495.7397,3404.0154,-4.307636,0.71086506,0.86310163,2.1398324,0.25874636,0.82453927,8.27,2.6462088,0.020992464
0.096,1922.2216,4491.4321,3412.8729,-4.2838925,0.7087379,0.86284441,2.1271549,0.25721341,0.82671688,8.27,2.6503758,0.020834984
0.097,1927.4214,4487.1482,3421.5365,-4.2603973,0.7066233,0.86258872,2.1146089,0.25569636,0.82884676,8.27,2.6545117,0.020679534
0.098,1932.5073,4482.8878,3430.0102,-4.2371473,0.7045211,0.86233452,2.1021928,0.25419502,0.83092992,8.27,2.658617,0.020526082
0.099,1937.4814,4478.6507,3438.2978,-4.2141394,0.7024312,0.86208181,2.0899049,0.25270918,0.83296732,8.27,2.6626919,0.020374592
0.1,1942.3463,4474.4365,3446.4033,-4.1913706,0.70035345,0.86183057,2.0777438,0.25123867,0.8349599,8.27,2.6667369,0.020225034
0.101,1947.1039,4470.2452,3454.3302,-4.1688379,0.69828775,0.86158079,2.0657079,0.2497833,0.83690858,8.27,2.6707524,0.020077374
0.102,1951.7565,4466.0763,3462.0822,-4.1465386,0.69623395,0.86133245,2.0537957,0.24834289,0.83881425,8.27,2.6747387,0.019931582
0.103,1956.3063,4461.9298,3469.6628,-4.1244697,0.69419195,0.86108553,2.0420057,0.24691725,0.84067778,8.27,2.6786962,0.019787629
0.104,1960.7552,4457.8053,3477.0754,-4.1026286,0.69216161,0.86084002,2.0303365,0.24550622,0.84250003,8.27,2.6826253,0.019645483
0.105,1965.1053,4453.7027,3484.3234,-4.0810126,0.69014282,0.86059591,2.0187866,0.24410963,0.84428182,8.27,2.6865263,0.019505117
0.106,1969.3586,4449.6217,3491.41,-4.059619,0.68813547,0.86035319,2.0073548,0.2427273,0.84602396,8.27,2.6903996,0.019366503
0.107,1973.5168,4445.5621,3498.3384,-4.0384452,0.68613943,0.86011183,1.9960396,0.24135908,0.84772725,8.27,2.6942455,0.019229612
0.108,1977.582,4441.5236,3505.1117,-4.0174889,0.68415459,0.85987182,1.9848397,0.2400048,0.84939244,8.27,2.6980644,0.019094418
0.109,1981.5561,4437.5061,3511.733,-3.9967473,0.68218083,0.85963316,1.9737538,0.2386643,0.85102212,8.27,2.7018566,0.018960894
0.11,1985.4407,4433.5094,3518.2051,-3.9762183,0.68021805,0.85939582,1.9627806,0.23733744,0.85261574,8.27,2.7056224,0.018829016
0.111,1989.2376,4429.5332,3524.5311,-3.9558994,0.67826613,0.8591598,1.9519189,0.23602405,0.85417342,8.27,2.7093622,0.018698758
0.112,1992.9483,4425.5773,3530.7136,-3.9357883,0.67632497,0.85892507,1.9411675,0.234724,0.85569587,8.27,2.7130762,0.018570095
0.113,1996.5747,4421.6415,3536.7555,-3.9158828,0.67439444,0.85869164,1.9305251,0.23343714,0.85718376,8.27,2.7167648,0.018443003
0.114,2000.1183,4417.7256,3542.6595,-3.8961805,0.67247445,0.85845947,1.9199906,0.23216331,0.85863776,8.27,2.7204283,0.018317459
0.115,2003.5807,4413.8294,3548.4282,-3.8766793,0.67056489,0.85822857,1.9095627,0.23090239,0.86005853,8.27,2.724067,0.01819344
0.116,2006.9634,4409.9527,3554.0642,-3.8573771,0.66866565,0.85799892,1.8992404,0.22965422,0.8614467,8.27,2.7276811,0.018070923
0.117,2010.2679,4406.0954,3559.57,-3.8382716,0.66677663,0.8577705,1.8890225,0.22841868,0.8628029,8.27,2.7312711,0.017949886
0.118,2013.4958,4402.2571,3564.9481,-3.8193609,0.66489772,0.8575433,1.8789078,0.22719562,0.86412774,8.27,2.7348372,0.017830307
0.119,2016.6485,4398.4377,3570.2009,-3.8006429,0.66302882,0.85731732,1.8688953,0.22598492,0.86542181,8.27,2.7383796,0.017712166
0.12,2019.7274,4394.6371,3575.3307,-3.7821155,0.66116984,0.85709253,1.858984,0.22478645,0.86668569,8.27,2.7418987,0.017595441
0.121,2022.7338,4390.855,3580.3398,-3.7637769,0.65932067,0.85686893,1.8491727,0.22360008,0.86791995,8.27,2.7453947,0.017480112
0.122,2025.6692,4387.0912,3585.2305,-3.745625,0.65748121,0.85664651,1.8394604,0.22242568,0.86912515,8.27,2.748868,0.01736616
0.123,2028.5348,4383.3456,3590.0051,-3.727658,0.65565136,0.85642524,1.829846,0.22126313,0.87030183,8.27,2.7523187,0.017253565
0.124,2031.332,4379.6179,3594.6655,-3.709874,0.65383103,0.85620513,1.8203287,0.2201123,0.87145053,8.27,2.7557471,0.017142307
0.125,2034.0619,4375.908,3599.2141,-3.6922711,0.65202012,0.85598616,1.8109073,0.21897308,0.87257176,8.27,2.7591536,0.017032368
0.126,2036.726,4372.2158,3603.6527,-3.6748475,0.65021854,0.85576831,1.801581,0.21784534,0.87366604,8.27,2.7625384,0.016923729
0.127,2039.3253,4368.5409,3607.9835,-3.6576015,0.64842619,0.85555158,1.7923486,0.21672898,0.87473386,8.27,2.7659016,0.016816373
0.128,2041.861,4364.8833,3612.2084,-3.6405313,0.64664298,0.85533596,1.7832094,0.21562387,0.87577571,8.27,2.7692437,0.016710282
0.129,2044.3344,4361.2428,3616.3294,-3.6236351,0.64486882,0.85512143,1.7741623,0.2145299,0.87679207,8.27,2.7725648,0.016605438
0.13,2046.7465,4357.6191,3620.3483,-3.6069112,0.64310362,0.85490798,1.7652064,0.21344696,0.8777834,8.27,2.7758651,0.016501824
0.131,2049.0984,4354.0122,3624.2671,-3.590358,0.64134728,0.85469561,1.7563408,0.21237494,0.87875017,8.27,2.779145,0.016399424
0.132,2051.3913,4350.4219,3628.0874,-3.5739739,0.63959971,0.85448429,1.7475646,0.21131373,0.87969281,8.27,2.7824047,0.01629822
0.133,2053.6263,4346.8479,3631.8112,-3.5577571,0.63786083,0.85427403,1.7388769,0.21026323,0.88061178,8.27,2.7856443,0.016198198
0.134,2055.8043,4343.2901,3635.4401,-3.541706,0.63613056,0.85406481,1.7302768,0.20922332,0.8815075,8.27,2.7888642,0.016099341
0.135,2057.9264,4339.7484,3638.9759,-3.5258191,0.63440879,0.85385661,1.7217636,0.2081939,0.88238038,8.27,2.7920645,0.016001633
0.136,2059.9936,4336.2226,3642.4203,-3.5100949,0.63269546,0.85364944,1.7133362,0.20717488,0.88323085,8.27,2.7952455,0.01590506
0.137,2062.0069,4332.7125,3645.7748,-3.4945317,0.63099046,0.85344327,1.704994,0.20616614,0.8840593,8.27,2.7984074,0.015809606
0.138,2063.9673,4329.218,3649.041,-3.479128,0.62929373,0.8532381,1.6967359,0.20516758,0.88486614,8.27,2.8015505,0.015715257
0.139,2065.8756,4325.7389,3652.2207,-3.4638824,0.62760517,0.85303392,1.6885613,0.20417912,0.88565174,8.27,2.8046749,0.015621997
0.14,2067.7329,4322.275,3655.3152,-3.4487933,0.6259247,0.85283072,1.6804693,0.20320064,0.88641649,8.27,2.8077808,0.015529813
0.141,2069.54,4318.8262,3658.3262,-3.4338593,0.62425224,0.85262849,1.6724591,0.20223206,0.88716077,8.27,2.8108686,0.015438691
0.142,2071.2978,4315.3923,3661.255,-3.4190789,0.62258771,0.85242722,1.6645299,0.20127327,0.88788492,8.27,2.8139383,0.015348616
0.143,2073.0073,4311.9732,3664.1032,-3.4044506,0.62093103,0.85222689,1.6566809,0.20032418,0.88858933,8.27,2.8169902,0.015259576
0.144,2074.6691,4308.5688,3666.8722,-3.3899732,0.61928212,0.85202751,1.6489114,0.19938469,0.88927432,8.27,2.8200245,0.015171557
0.145,2076.2843,4305.1788,3669.5634,-3.3756451,0.61764089,0.85182906,1.6412206,0.19845472,0.88994026,8.27,2.8230414,0.015084546
0.146,2077.8536,4301.8032,3672.1781,-3.361465,0.61600729,0.85163152,1.6336076,0.19753418,0.89058747,8.27,2.8260411,0.014998529
0.147,2079.3778,4298.4417,3674.7177,-3.3474316,0.61438122,0.8514349,1.6260719,0.19662296,0.89121628,8.27,2.8290238,0.014913495
0.148,2080.8577,4295.0943,3677.1835,-3.3335433,0.6127626,0.85123918,1.6186125,0.19572098,0.89182703,8.27,2.8319897,0.01482943
0.149,2082.2941,4291.7607,3679.5768,-3.319799,0.61115137,0.85104435,1.6112289,0.19482816,0.89242002,8.27,2.834939,0.014746322
0.15,2083.6878,4288.4409,3681.8989,-3.3061973,0.60954745,0.8508504,1.6039202,0.1939444,0.89299557,8.27,2.8378718,0.01466416
0.151,2085.0394,4285.1347,3684.1511,-3.2927369,0.60795077,0.85065734,1.5966857,0.19306961,0.89355399,8.27,2.8407884,0.014582931
0.152,2086.3498,4281.842,3686.3344,-3.2794164,0.60636124,0.85046513,1.5895248,0.19220372,0.89409558,8.27,2.8436889,0.014502624
0.153,2087.6197,4278.5626,3688.4502,-3.2662346,0.60477881,0.85027378,1.5824366,0.19134663,0.89462062,8.27,2.8465736,0.014423226
0.154,2088.8497,4275.2964,3690.4997,-3.2531902,0.60320339,0.85008329,1.5754206,0.19049826,0.89512941,8.27,2.8494425,0.014344726
0.155,2090.0405,4272.0432,3692.4839,-3.240282,0.60163491,0.84989363,1.568476,0.18965852,0.89562224,8.27,2.852296,0.014267114
0.156,2091.1929,4268.8029,3694.404,-3.2275087,0.60007331,0.8497048,1.5616021,0.18882734,0.89609938,8.27,2.855134,0.014190378
0.157,2092.3075,4265.5754,3696.2611,-3.214869,0.59851851,0.8495168,1.5547983,0.18800463,0.8965611,8.27,2.8579569,0.014114507
0.158,2093.385,4262.3605,3698.0564,-3.2023618,0.59697045,0.84932961,1.5480638,0.1871903,0.89700767,8.27,2.8607648,0.01403949
0.159,2094.4259,4259.1581,3699.7908,-3.1899857,0.59542905,0.84914322,1.541398,0.18638428,0.89743936,8.27,2.8635579,0.013965317
0.16,2095.431,4255.9682,3701.4655,-3.1777397,0.59389425,0.84895763,1.5348003,0.18558649,0.89785642,8.27,2.8663363,0.013891977
0.161,2096.4009,4252.7904,3703.0815,-3.1656224,0.59236598,0.84877284,1.5282699,0.18479684,0.89825911,8.27,2.8691002,0.01381946
0.162,2097.3361,4249.6248,3704.6397,-3.1536328,0.59084417,0.84858882,1.5218062,0.18401527,0.89864767,8.27,2.8718497,0.013747756
0.163,2098.2372,4246.4712,3706.1412,-3.1417696,0.58932876,0.84840558,1.5154087,0.18324168,0.89902236,8.27,2.8745851,0.013676854
0.164,2099.1049,4243.3294,3707.587,-3.1300316,0.58781969,0.84822311,1.5090765,0.182476,0.8993834,8.27,2.8773065,0.013606745
0.165,2099.9398,4240.1994,3708.978,-3.1184178,0.58631688,0.84804139,1.5028092,0.18171816,0.89973104,8.27,2.8800139,0.013537419
0.166,2100.7423,4237.0809,3710.3152,-3.1069269,0.58482027,0.84786042,1.496606,0.18096808,0.90006551,8.27,2.8827077,0.013468867
0.167,2101.5131,4233.974,3711.5995,-3.0955578,0.5833298,0.84768019,1.4904663,0.18022567,0.90038703,8.27,2.8853879,0.013401078
0.168,2102.2527,4230.8785,3712.8318,-3.0843094,0.58184542,0.8475007,1.4843896,0.17949088,0.90069583,8.27,2.8880547,0.013334043
0.169,2102.9616,4227.7941,3714.013,-3.0731806,0.58036704,0.84732194,1.4783751,0.17876362,0.90099213,8.27,2.8907083,0.013267753
0.17,2103.6403,4224.721,3715.144,-3.0621702,0.57889462,0.84714389,1.4724223,0.17804381,0.90127613,8.27,2.8933487,0.0132022
0.171,2104.2895,4221.6588,3716.2256,-3.0512771,0.57742809,0.84696656,1.4665306,0.1773314,0.90154806,8.27,2.8959762,0.013137373
0.172,2104.9095,4218.6075,3717.2587,-3.0405002,0.57596739,0.84678994,1.4606994,0.17662629,0.90180813,8.27,2.8985908,0.013073264
0.173,2105.5009,4215.567,3718.2441,-3.0298384,0.57451246,0.84661401,1.454928,0.17592842,0.90205652,8.27,2.9011928,0.013009864
0.174,2106.0642,4212.5372,3719.1827,-3.0192907,0.57306324,0.84643877,1.4492159,0.17523772,0.90229345,8.27,2.9037823,0.012947165
0.175,2106.5998,4209.5179,3720.0752,-3.008856,0.57161968,0.84626422,1.4435625,0.17455411,0.90251912,8.27,2.9063593,0.012885157
0.176,2107.1083,4206.509,3720.9224,-2.9985332,0.57018171,0.84609034,1.4379672,0.17387753,0.90273371,8.27,2.9089241,0.012823833
0.177,2107.5901,4203.5105,3721.7252,-2.9883212,0.56874928,0.84591713,1.4324294,0.17320791,0.90293742,8.27,2.9114767,0.012763183
0.178,2108.0457,4200.5222,3722.4842,-2.9782189,0.56732234,0.84574459,1.4269485,0.17254517,0.90313043,8.27,2.9140173,0.0127032
0.179,2108.4754,4197.544,3723.2003,-2.9682254,0.56590081,0.8455727,1.421524,0.17188924,0.90331293,8.27,2.9165461,0.012643876
0.18,2108.8798,4194.5757,3723.8741,-2.9583396,0.56448466,0.84540146,1.4161553,0.17124006,0.90348509,8.27,2.9190631,0.012585202
0.181,2109.2593,4191.6174,3724.5065,-2.9485604,0.56307381,0.84523086,1.4108418,0.17059756,0.9036471,8.27,2.9215686,0.012527171
0.182,2109.6143,4188.6688,3725.098,-2.9388868,0.56166823,0.8450609,1.405583,0.16996166,0.90379913,8.27,2.9240625,0.012469773
0.183,2109.9452,4185.7299,3725.6494,-2.9293178,0.56026785,0.84489157,1.4003782,0.16933231,0.90394135,8.27,2.9265451,0.012413003
0.184,2110.2525,4182.8006,3726.1614,-2.9198523,0.55887263,0.84472286,1.395227,0.16870944,0.90407392,8.27,2.9290165,0.012356851
0.185,2110.5365,4179.8808,3726.6347,-2.9104895,0.5574825,0.84455476,1.3901289,0.16809297,0.90419702,8.27,2.9314768,0.012301311
