Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
0.676,1627.4132,2955.7254,2921.733,0,0.13537694,0.79351419,0.38019505,0.0459728,0.71129823,8.27,3.6014998,0.0027365743
0.677,1625.7107,2952.6055,2918.8968,0,0.13499845,0.79346842,0.37848388,0.045765887,0.71061616,8.27,3.6020445,0.0027238436
0.678,1624.0066,2949.4857,2916.058,0,0.13462167,0.79342286,0.37678093,0.045559967,0.70993342,8.27,3.6025868,0.0027111778
0.679,1622.301,2946.3658,2913.2165,0,0.13424658,0.79337751,0.37508607,0.045355027,0.70925002,8.27,3.6031265,0.002698576
0.68,1620.5937,2943.246,2910.3724,0,0.13387318,0.79333236,0.37339919,0.045151051,0.70856598,8.27,3.6036637,0.0026860373
0.681,1618.885,2940.1261,2907.5258,0,0.13350146,0.79328741,0.37172018,0.044948026,0.7078813,8.27,3.6041984,0.0026735607
0.682,1617.1747,2937.0063,2904.6766,0,0.13313142,0.79324266,0.37004891,0.044745939,0.70719598,8.27,3.6047306,0.0026611454
0.683,1615.4629,2933.8864,2901.825,0,0.13276303,0.79319812,0.36838528,0.044544774,0.70651004,8.27,3.6052604,0.0026487905
0.684,1613.7496,2930.7665,2898.9708,0,0.1323963,0.79315377,0.36672917,0.044344519,0.70582349,8.27,3.6057877,0.0026364952
0.685,1612.0349,2927.6467,2896.1143,0,0.13203122,0.79310963,0.36508048,0.044145161,0.70513634,8.27,3.6063125,0.0026242586
0.686,1610.3187,2924.5268,2893.2554,0,0.13166778,0.79306568,0.36343909,0.043946685,0.70444858,8.27,3.606835,0.0026120798
0.687,1608.6012,2921.407,2890.3941,0,0.13130598,0.79302193,0.36180489,0.04374908,0.70376024,8.27,3.6073549,0.002599958
0.688,1606.8822,2918.2871,2887.5305,0,0.1309458,0.79297838,0.36017779,0.043552332,0.70307132,8.27,3.6078725,0.0025878924
0.689,1605.1619,2915.1673,2884.6646,0,0.13058724,0.79293502,0.35855766,0.043356428,0.70238183,8.27,3.6083877,0.0025758821
0.69,1603.4401,2912.0474,2881.7964,0,0.1302303,0.79289186,0.35694442,0.043161357,0.70169177,8.27,3.6089005,0.0025639265
0.691,1601.7171,2908.9276,2878.926,0,0.12987496,0.79284889,0.35533796,0.042967105,0.70100115,8.27,3.6094109,0.0025520246
0.692,1599.9927,2905.8077,2876.0534,0,0.12952122,0.79280612,0.35373818,0.042773661,0.70030998,8.27,3.6099189,0.0025401758
0.693,1598.2671,2902.6878,2873.1787,0,0.12916908,0.79276354,0.35214498,0.042581013,0.69961827,8.27,3.6104246,0.0025283792
0.694,1596.5401,2899.568,2870.3017,0,0.12881852,0.79272115,0.35055826,0.042389148,0.69892602,8.27,3.6109279,0.0025166341
0.695,1594.8119,2896.4481,2867.4227,0,0.12846954,0.79267895,0.34897792,0.042198056,0.69823324,8.27,3.6114289,0.0025049398
0.696,1593.0824,2893.3283,2864.5416,0,0.12812214,0.79263694,0.34740387,0.042007724,0.69753994,8.27,3.6119276,0.0024932955
0.697,1591.3517,2890.2084,2861.6585,0,0.1277763,0.79259513,0.34583603,0.041818141,0.69684612,8.27,3.6124239,0.0024817005
0.698,1589.6197,2887.0886,2858.7733,0,0.12743203,0.7925535,0.34427428,0.041629296,0.6961518,8.27,3.6129179,0.002470154
0.699,1587.8866,2883.9687,2855.8861,0,0.12708931,0.79251206,0.34271855,0.041441179,0.69545697,8.27,3.6134097,0.0024586555
0.7,1586.1523,2880.8489,2852.9969,0,0.12674814,0.7924708,0.34116875,0.041253778,0.69476164,8.27,3.6138991,0.0024472042
0.701,1584.4168,2877.729,2850.1058,0,0.12640851,0.79242973,0.33962478,0.041067083,0.69406583,8.27,3.6143863,0.0024357993
0.702,1582.6801,2874.6091,2847.2128,0,0.12607043,0.79238885,0.33808656,0.040881084,0.69336953,8.27,3.6148712,0.0024244404
0.703,1580.9423,2871.4893,2844.3178,0,0.12573387,0.79234816,0.33655401,0.040695769,0.69267275,8.27,3.6153538,0.0024131266
0.704,1579.2033,2868.3694,2841.421,0,0.12539885,0.79230765,0.33502704,0.040511129,0.69197551,8.27,3.6158342,0.0024018574
0.705,1577.4633,2865.2496,2838.5223,0,0.12506534,0.79226732,0.33350557,0.040327154,0.69127779,8.27,3.6163123,0.0023906321
0.706,1575.7221,2862.1297,2835.6218,0,0.12473335,0.79222718,0.33198951,0.040143835,0.69057961,8.27,3.6167882,0.0023794501
0.707,1573.9799,2859.0099,2832.7195,0,0.12440287,0.79218721,0.3304788,0.03996116,0.68988098,8.27,3.6172618,0.0023683108
0.708,1572.2366,2855.89,2829.8153,0,0.1240739,0.79214744,0.32897334,0.039779122,0.6891819,8.27,3.6177333,0.0023572135
0.709,1570.4922,2852.7702,2826.9095,0,0.12374643,0.79210784,0.32747307,0.03959771,0.68848237,8.27,3.6182025,0.0023461577
0.71,1568.7467,2849.6503,2824.0018,0,0.12342045,0.79206842,0.3259779,0.039416916,0.68778241,8.27,3.6186695,0.0023351428
0.711,1567.0003,2846.5304,2821.0925,0,0.12309596,0.79202918,0.32448776,0.039236731,0.687082,8.27,3.6191344,0.0023241682
0.712,1565.2528,2843.4106,2818.1814,0,0.12277296,0.79199013,0.32300259,0.039057145,0.68638117,8.27,3.619597,0.0023132334
0.713,1563.5043,2840.2907,2815.2687,0,0.12245144,0.79195125,0.3215223,0.03887815,0.68567992,8.27,3.6200575,0.0023023378
0.714,1561.7548,2837.1709,2812.3543,0,0.12213139,0.79191255,0.32004683,0.038699737,0.68497824,8.27,3.6205158,0.0022914808
0.715,1560.0043,2834.051,2809.4382,0,0.12181281,0.79187403,0.3185761,0.038521898,0.68427615,8.27,3.6209719,0.0022806619
0.716,1558.2528,2830.9312,2806.5205,0,0.1214957,0.79183568,0.31711005,0.038344626,0.68357365,8.27,3.6214259,0.0022698806
0.717,1556.5004,2827.8113,2803.6013,0,0.12118005,0.79179751,0.31564862,0.038167911,0.68287075,8.27,3.6218777,0.0022591364
0.718,1554.747,2824.6915,2800.6804,0,0.12086586,0.79175952,0.31419173,0.037991745,0.68216744,8.27,3.6223274,0.0022484288
0.719,1552.9926,2821.5716,2797.7579,0,0.12055312,0.79172171,0.31273933,0.037816122,0.68146373,8.27,3.622775,0.0022377572
0.72,1551.2373,2818.4517,2794.8339,0,0.12024183,0.79168407,0.31129134,0.037641033,0.68075964,8.27,3.6232204,0.0022271212
0.721,1549.4811,2815.3319,2791.9084,0,0.11993198,0.7916466,0.30984771,0.03746647,0.68005515,8.27,3.6236637,0.0022165203
0.722,1547.724,2812.212,2788.9813,0,0.11962358,0.79160931,0.30840838,0.037292428,0.67935028,8.27,3.6241049,0.002205954
0.723,1545.966,2809.0922,2786.0528,0,0.1193166,0.79157219,0.30697328,0.037118897,0.67864503,8.27,3.624544,0.0021954218
0.724,1544.2071,2805.9723,2783.1227,0,0.11901106,0.79153524,0.30554236,0.036945872,0.6779394,8.27,3.624981,0.0021849234
0.725,1542.4473,2802.8525,2780.1912,0,0.11870694,0.79149847,0.30411556,0.036773344,0.6772334,8.27,3.6254158,0.0021744583
0.726,1540.6866,2799.7326,2777.2582,0,0.11840425,0.79146187,0.30269282,0.036601309,0.67652702,8.27,3.6258486,0.0021640259
0.727,1538.9251,2796.6128,2774.3238,0,0.11810298,0.79142544,0.3012741,0.036429758,0.67582029,8.27,3.6262794,0.002153626
0.728,1537.1627,2793.4929,2771.388,0,0.11780312,0.79138918,0.29985932,0.036258685,0.67511319,8.27,3.626708,0.002143258
0.729,1535.3994,2790.373,2768.4507,0,0.11750467,0.79135309,0.29844845,0.036088084,0.67440573,8.27,3.6271346,0.0021329216
0.73,1533.6353,2787.2532,2765.512,0,0.11720763,0.79131717,0.29704143,0.035917948,0.67369792,8.27,3.6275591,0.0021226164
0.731,1531.8704,2784.1333,2762.572,0,0.11691199,0.79128142,0.29563821,0.035748272,0.67298976,8.27,3.6279816,0.0021123419
0.732,1530.1046,2781.0135,2759.6306,0,0.11661775,0.79124585,0.29423873,0.035579049,0.67228125,8.27,3.628402,0.0021020979
0.733,1528.338,2777.8936,2756.6878,0,0.11632491,0.79121044,0.29284296,0.035410273,0.67157239,8.27,3.6288204,0.0020918838
0.734,1526.5707,2774.7738,2753.7437,0,0.11603346,0.79117519,0.29145084,0.035241939,0.67086319,8.27,3.6292367,0.0020816993
0.735,1524.8025,2771.6539,2750.7982,0,0.11574339,0.79114012,0.29006232,0.035074041,0.67015365,8.27,3.629651,0.0020715441
0.736,1523.0335,2768.5341,2747.8514,0,0.11545472,0.79110521,0.28867737,0.034906574,0.66944378,8.27,3.6300633,0.0020614178
0.737,1521.2637,2765.4142,2744.9034,0,0.11516742,0.79107047,0.28729592,0.034739531,0.66873358,8.27,3.6304736,0.0020513201
0.738,1519.4932,2762.2943,2741.954,0,0.1148815,0.7910359,0.28591795,0.034572909,0.66802304,8.27,3.6308818,0.0020412505
0.739,1517.7219,2759.1745,2739.0033,0,0.11459696,0.79100149,0.28454341,0.0344067,0.66731218,8.27,3.6312881,0.0020312089
0.74,1515.9498,2756.0546,2736.0514,0,0.11431379,0.79096725,0.28317226,0.034240902,0.666601,8.27,3.6316923,0.0020211947
0.741,1514.177,2752.9348,2733.0982,0,0.11403198,0.79093318,0.28180444,0.034075507,0.66588949,8.27,3.6320946,0.0020112078
0.742,1512.4034,2749.8149,2730.1438,0,0.11375154,0.79089927,0.28043994,0.033910512,0.66517767,8.27,3.6324948,0.0020012478
0.743,1510.629,2746.6951,2727.1881,0,0.11347246,0.79086552,0.27907869,0.033745912,0.66446553,8.27,3.6328931,0.0019913144
0.744,1508.854,2743.5752,2724.2312,0,0.11319474,0.79083194,0.27772068,0.033581702,0.66375308,8.27,3.6332894,0.0019814073
0.745,1507.0782,2740.4554,2721.2731,0,0.11291838,0.79079852,0.27636585,0.033417878,0.66304032,8.27,3.6336837,0.0019715262
0.746,1505.3016,2737.3355,2718.3138,0,0.11264336,0.79076527,0.27501418,0.033254435,0.66232725,8.27,3.634076,0.0019616708
0.747,1503.5244,2734.2156,2715.3532,0,0.1123697,0.79073218,0.27366562,0.033091369,0.66161387,8.27,3.6344664,0.0019518409
0.748,1501.7464,2731.0958,2712.3915,0,0.11209738,0.79069925,0.27232015,0.032928676,0.66090019,8.27,3.6348548,0.001942036
0.749,1499.9677,2727.9759,2709.4286,0,0.1118264,0.79066648,0.27097772,0.03276635,0.66018622,8.27,3.6352412,0.0019322561
0.75,1498.1884,2724.8561,2706.4646,0,0.11155676,0.79063388,0.2696383,0.03260439,0.65947194,8.27,3.6356257,0.0019225007
0.751,1496.4083,2721.7362,2703.4994,0,0.11128846,0.79060143,0.26830187,0.032442789,0.65875737,8.27,3.6360083,0.0019127697
0.752,1494.6275,2718.6164,2700.533,0,0.11102149,0.79056915,0.26696838,0.032281545,0.6580425,8.27,3.6363889,0.0019030628
0.753,1492.8461,2715.4965,2697.5655,0,0.11075585,0.79053703,0.26563781,0.032120654,0.65732734,8.27,3.6367676,0.0018933798
0.754,1491.064,2712.3767,2694.5969,0,0.11049154,0.79050507,0.26431013,0.031960112,0.65661189,8.27,3.6371443,0.0018837203
0.755,1489.2812,2709.2568,2691.6272,0,0.11022856,0.79047327,0.2629853,0.031799916,0.65589616,8.27,3.6375191,0.0018740843
0.756,1487.4977,2706.1369,2688.6563,0,0.1099669,0.79044163,0.26166331,0.031640061,0.65518014,8.27,3.637892,0.0018644713
0.757,1485.7136,2703.0171,2685.6844,0,0.10970655,0.79041015,0.26034411,0.031480545,0.65446384,8.27,3.638263,0.0018548813
0.758,1483.9288,2699.8972,2682.7113,0,0.10944752,0.79037883,0.25902768,0.031321364,0.65374725,8.27,3.6386321,0.0018453139
0.759,1482.1433,2696.7774,2679.7372,0,0.10918981,0.79034767,0.257714,0.031162515,0.65303039,8.27,3.6389992,0.001835769
0.76,1480.3572,2693.6575,2676.7619,0,0.10893341,0.79031666,0.25640303,0.031003995,0.65231325,8.27,3.6393645,0.0018262464
0.761,1478.5705,2690.5377,2673.7857,0,0.10867831,0.79028582,0.25509476,0.0308458,0.65159584,8.27,3.6397278,0.0018167458
0.762,1476.7831,2687.4178,2670.8083,0,0.10842452,0.79025513,0.25378916,0.030687927,0.65087815,8.27,3.6400893,0.001807267
0.763,1474.9951,2684.298,2667.8299,0,0.10817204,0.7902246,0.25248619,0.030530374,0.65016019,8.27,3.6404488,0.0017978099
0.764,1473.2064,2681.1781,2664.8504,0,0.10792085,0.79019423,0.25118585,0.030373138,0.64944196,8.27,3.6408065,0.0017883742
0.765,1471.4171,2678.0582,2661.8699,0,0.10767096,0.79016401,0.2498881,0.030216215,0.64872347,8.27,3.6411623,0.0017789598
0.766,1469.6272,2674.9384,2658.8884,0,0.10742237,0.79013395,0.24859292,0.030059603,0.6480047,8.27,3.6415162,0.0017695665
0.767,1467.8367,2671.8185,2655.9058,0,0.10717507,0.79010405,0.24730029,0.0299033,0.64728568,8.27,3.6418683,0.001760194
0.768,1466.0456,2668.6987,2652.9222,0,0.10692906,0.7900743,0.24601019,0.029747302,0.64656639,8.27,3.6422184,0.0017508423
0.769,1464.2538,2665.5788,2649.9376,0,0.10668434,0.79004471,0.2447226,0.029591608,0.64584684,8.27,3.6425667,0.0017415111
0.77,1462.4615,2662.459,2646.952,0,0.1064409,0.79001527,0.24343749,0.029436214,0.64512703,8.27,3.6429132,0.0017322003
0.771,1460.6685,2659.3391,2643.9654,0,0.10619874,0.78998599,0.24215485,0.029281118,0.64440696,8.27,3.6432577,0.0017229097
0.772,1458.8749,2656.2192,2640.9778,0,0.10595787,0.78995686,0.24087465,0.029126318,0.64368663,8.27,3.6436005,0.0017136391
0.773,1457.0808,2653.0994,2637.9892,0,0.10571827,0.78992789,0.23959688,0.028971812,0.64296605,8.27,3.6439413,0.0017043884
0.774,1455.2861,2649.9795,2634.9996,0,0.10547995,0.78989907,0.23832152,0.028817596,0.64224522,8.27,3.6442804,0.0016951575
0.775,1453.4907,2646.8597,2632.0091,0,0.1052429,0.78987041,0.23704855,0.02866367,0.64152414,8.27,3.6446176,0.0016859461
0.776,1451.6948,2643.7398,2629.0176,0,0.10500712,0.7898419,0.23577795,0.028510031,0.64080281,8.27,3.6449529,0.0016767542
0.777,1449.8983,2640.62,2626.0251,0,0.10477261,0.78981354,0.23450971,0.028356676,0.64008122,8.27,3.6452864,0.0016675815
0.778,1448.1013,2637.5001,2623.0317,0,0.10453937,0.78978534,0.2332438,0.028203604,0.63935939,8.27,3.6456181,0.001658428
0.779,1446.3036,2634.3803,2620.0373,0,0.10430739,0.78975729,0.23198022,0.028050813,0.63863732,8.27,3.645948,0.0016492935
0.78,1444.5054,2631.2604,2617.0419,0,0.10407667,0.78972939,0.23071894,0.0278983,0.637915,8.27,3.646276,0.0016401779
0.781,1442.7066,2628.1405,2614.0457,0,0.10384721,0.78970165,0.22945995,0.027746064,0.63719244,8.27,3.6466022,0.001631081
0.782,1440.9073,2625.0207,2611.0485,0,0.10361901,0.78967405,0.22820324,0.027594104,0.63646963,8.27,3.6469266,0.0016220027
0.783,1439.1074,2621.9008,2608.0503,0,0.10339206,0.78964661,0.22694878,0.027442416,0.63574659,8.27,3.6472492,0.0016129429
0.784,1437.307,2618.781,2605.0513,0,0.10316636,0.78961932,0.22569657,0.027291001,0.6350233,8.27,3.64757,0.0016039015
0.785,1435.5059,2615.6611,2602.0513,0,0.10294192,0.78959218,0.2244466,0.027139854,0.63429978,8.27,3.647889,0.0015948783
0.786,1433.7044,2612.5413,2599.0504,0,0.10271872,0.78956519,0.22319883,0.026988976,0.63357603,8.27,3.6482062,0.0015858732
0.787,1431.9023,2609.4214,2596.0486,0,0.10249676,0.78953835,0.22195328,0.026838365,0.63285203,8.27,3.6485215,0.0015768862
0.788,1430.0996,2606.3016,2593.0459,0,0.10227605,0.78951166,0.22070991,0.026688018,0.63212781,8.27,3.6488351,0.001567917
0.789,1428.2965,2603.1817,2590.0424,0,0.10205659,0.78948512,0.21946872,0.026537934,0.63140335,8.27,3.6491469,0.0015589657
0.79,1426.4927,2600.0618,2587.0379,0,0.10183836,0.78945874,0.21822969,0.026388113,0.63067866,8.27,3.6494569,0.001550032
0.791,1424.6885,2596.942,2584.0325,0,0.10162136,0.7894325,0.21699282,0.026238551,0.62995374,8.27,3.6497651,0.0015411159
0.792,1422.8837,2593.8221,2581.0263,0,0.10140561,0.78940641,0.21575809,0.026089249,0.62922859,8.27,3.6500716,0.0015322172
0.793,1421.0784,2590.7023,2578.0191,0,0.10119108,0.78938047,0.21452549,0.025940204,0.62850321,8.27,3.6503762,0.0015233359
0.794,1419.2726,2587.5824,2575.0111,0,0.10097778,0.78935468,0.213295,0.025791415,0.6277776,8.27,3.6506791,0.0015144719
0.795,1417.4662,2584.4626,2572.0023,0,0.10076572,0.78932903,0.21206663,0.025642881,0.62705178,8.27,3.6509803,0.001505625
0.796,1415.6593,2581.3427,2568.9926,0,0.10055488,0.78930354,0.21084035,0.025494601,0.62632572,8.27,3.6512796,0.0014967953
0.797,1413.8519,2578.2229,2565.982,0,0.10034526,0.78927819,0.20961615,0.025346572,0.62559944,8.27,3.6515772,0.0014879825
0.798,1412.044,2575.103,2562.9705,0,0.10013687,0.78925299,0.20839404,0.025198795,0.62487294,8.27,3.6518731,0.0014791866
0.799,1410.2356,2571.9831,2559.9583,0,0.099929694,0.78922794,0.20717398,0.025051268,0.62414622,8.27,3.6521671,0.0014704075
0.8,1408.4266,2568.8633,2556.9451,0,0.099723738,0.78920304,0.20595599,0.024903989,0.62341928,8.27,3.6524595,0.0014616451
0.801,1406.6172,2565.7434,2553.9312,0,0.099518998,0.78917828,0.20474003,0.024756957,0.62269212,8.27,3.65275,0.0014528994
0.802,1404.8073,2562.6236,2550.9164,0,0.099315472,0.78915367,0.20352612,0.024610172,0.62196474,8.27,3.6530389,0.0014441702
0.803,1402.9968,2559.5037,2547.9007,0,0.099113157,0.78912921,0.20231424,0.024463632,0.62123715,8.27,3.653326,0.0014354574
0.804,1401.1859,2556.3839,2544.8843,0,0.098912053,0.78910489,0.20110437,0.024317336,0.62050934,8.27,3.6536113,0.001426761
0.805,1399.3744,2553.264,2541.867,0,0.098712157,0.78908072,0.19989651,0.024171283,0.61978131,8.27,3.6538949,0.001418081
0.806,1397.5625,2550.1442,2538.8489,0,0.098513466,0.78905669,0.19869066,0.024025473,0.61905308,8.27,3.6541768,0.0014094172
0.807,1395.7501,2547.0243,2535.83,0,0.098315979,0.78903281,0.1974868,0.023879903,0.61832462,8.27,3.654457,0.0014007695
0.808,1393.9372,2543.9044,2532.8102,0,0.098119694,0.78900908,0.19628492,0.023734573,0.61759596,8.27,3.6547354,0.0013921379
0.809,1392.1238,2540.7846,2529.7897,0,0.097924609,0.78898549,0.19508502,0.023589483,0.61686709,8.27,3.6550121,0.0013835223
0.81,1390.3099,2537.6647,2526.7684,0,0.097730722,0.78896205,0.19388709,0.023444631,0.616138,8.27,3.6552871,0.0013749226
0.811,1388.4956,2534.5449,2523.7462,0,0.097538031,0.78893875,0.19269113,0.023300016,0.61540871,8.27,3.6555604,0.0013663388
0.812,1386.6807,2531.425,2520.7233,0,0.097346534,0.78891559,0.19149712,0.023155637,0.61467921,8.27,3.6558319,0.0013577707
0.813,1384.8654,2528.3052,2517.6996,0,0.097156229,0.78889258,0.19030505,0.023011494,0.6139495,8.27,3.6561018,0.0013492184
0.814,1383.0496,2525.1853,2514.6751,0,0.096967114,0.78886971,0.18911493,0.022867585,0.61321959,8.27,3.6563699,0.0013406818
0.815,1381.2334,2522.0655,2511.6498,0,0.096779187,0.78884699,0.18792674,0.022723911,0.61248947,8.27,3.6566363,0.0013321607
0.816,1379.4166,2518.9456,2508.6238,0,0.096592447,0.78882441,0.18674048,0.022580469,0.61175915,8.27,3.6569011,0.0013236552
0.817,1377.5995,2515.8257,2505.5969,0,0.09640689,0.78880197,0.18555613,0.022437259,0.61102862,8.27,3.6571641,0.0013151651
0.818,1375.7818,2512.7059,2502.5693,0,0.096222517,0.78877967,0.1843737,0.022294281,0.6102979,8.27,3.6574254,0.0013066904
0.819,1373.9637,2509.586,2499.541,0,0.096039324,0.78875752,0.18319318,0.022151533,0.60956697,8.27,3.6576851,0.001298231
0.82,1372.1451,2506.4662,2496.5118,0,0.095857309,0.78873551,0.18201456,0.022009015,0.60883607,8.27,3.657943,0.0012897869
0.821,1370.3262,2503.3463,2493.4819,0,0.095676471,0.78871365,0.18083785,0.021866729,0.60810628,8.27,3.6581993,0.0012813582
0.822,1368.5069,2500.2265,2490.4513,0,0.095496808,0.78869192,0.17966316,0.021724687,0.60737629,8.27,3.6584539,0.0012729456
0.823,1366.687,2497.1066,2487.4198,0,0.095318318,0.78867034,0.17849049,0.021582888,0.60664609,8.27,3.6587068,0.001264549
0.824,1364.8668,2493.9868,2484.3877,0,0.095140998,0.7886489,0.17731981,0.021441331,0.60591569,8.27,3.658958,0.0012561682
0.825,1363.0461,2490.8669,2481.3547,0,0.094964847,0.7886276,0.17615111,0.021300013,0.60518509,8.27,3.6592076,0.0012478033
0.826,1361.2249,2487.747,2478.321,0,0.094789862,0.78860644,0.17498438,0.021158934,0.60445429,8.27,3.6594555,0.001239454
0.827,1359.4032,2484.6272,2475.2866,0,0.094616043,0.78858542,0.17381962,0.021018092,0.60372329,8.27,3.6597017,0.0012311203
0.828,1357.5812,2481.5073,2472.2515,0,0.094443386,0.78856454,0.1726568,0.020877485,0.6029921,8.27,3.6599463,0.001222802
0.829,1355.7587,2478.3875,2469.2156,0,0.09427189,0.78854381,0.17149591,0.020737112,0.6022607,8.27,3.6601892,0.0012144992
0.83,1353.9357,2475.2676,2466.1789,0,0.094101553,0.78852321,0.17033695,0.020596972,0.60152911,8.27,3.6604304,0.0012062116
0.831,1352.1123,2472.1478,2463.1416,0,0.093932373,0.78850275,0.16917991,0.020457063,0.60079732,8.27,3.66067,0.0011979393
0.832,1350.2885,2469.0279,2460.1035,0,0.093764348,0.78848244,0.16802477,0.020317385,0.60006534,8.27,3.6609079,0.001189682
0.833,1348.4642,2465.9081,2457.0647,0,0.093597477,0.78846226,0.16687153,0.020177936,0.59933317,8.27,3.6611442,0.0011814398
0.834,1346.6395,2462.7882,2454.0252,0,0.093431757,0.78844222,0.16572017,0.020038715,0.5986008,8.27,3.6613789,0.0011732126
0.835,1344.8144,2459.6683,2450.985,0,0.093267186,0.78842232,0.16457069,0.019899721,0.59786825,8.27,3.6616119,0.0011650002
0.836,1342.9888,2456.5485,2447.944,0,0.093103763,0.78840256,0.16342308,0.019760952,0.5971355,8.27,3.6618432,0.0011568026
0.837,1341.1629,2453.4286,2444.9024,0,0.092941485,0.78838294,0.16227732,0.019622409,0.59640256,8.27,3.662073,0.0011486197
0.838,1339.3365,2450.3088,2441.86,0,0.092780352,0.78836345,0.16113342,0.019484089,0.59566943,8.27,3.662301,0.0011404514
0.839,1337.5096,2447.1889,2438.817,0,0.092620361,0.78834411,0.15999136,0.019345992,0.59493612,8.27,3.6625275,0.0011322977
0.84,1335.6824,2444.0691,2435.7733,0,0.09246151,0.7883249,0.15885113,0.019208117,0.59420261,8.27,3.6627523,0.0011241586
0.841,1333.8547,2440.9492,2432.7289,0,0.092303797,0.78830583,0.15771273,0.019070463,0.59346893,8.27,3.6629755,0.0011160338
0.842,1332.0267,2437.8294,2429.6837,0,0.092147221,0.78828689,0.15657615,0.018933029,0.59273505,8.27,3.6631971,0.0011079234
0.843,1330.1982,2434.7095,2426.638,0,0.091991779,0.7882681,0.15544138,0.018795814,0.59200099,8.27,3.6634171,0.0010998274
0.844,1328.3693,2431.5896,2423.5915,0,0.091837471,0.78824944,0.15430842,0.018658817,0.59126675,8.27,3.6636354,0.0010917455
0.845,1326.54,2428.4698,2420.5443,0,0.091684294,0.78823092,0.15317726,0.018522038,0.59053232,8.27,3.6638522,0.0010836778
0.846,1324.7103,2425.3499,2417.4965,0,0.091532246,0.78821253,0.15204788,0.018385476,0.58979771,8.27,3.6640673,0.0010756243
0.847,1322.8801,2422.2301,2414.448,0,0.091381325,0.78819428,0.1509203,0.018249129,0.58906292,8.27,3.6642808,0.0010675848
0.848,1321.0496,2419.1102,2411.3989,0,0.091231531,0.78817617,0.14979449,0.018112998,0.58832795,8.27,3.6644927,0.0010595593
0.849,1319.2187,2415.9904,2408.3491,0,0.09108286,0.78815819,0.14867046,0.017977081,0.5875928,8.27,3.664703,0.0010515477
0.85,1317.3874,2412.8705,2405.2986,0,0.090935312,0.78814035,0.14754819,0.017841377,0.58685747,8.27,3.6649118,0.00104355
0.851,1315.5557,2409.7507,2402.2474,0,0.090788885,0.78812265,0.14642768,0.017705887,0.58612196,8.27,3.6651189,0.0010355661
0.852,1313.7236,2406.6308,2399.1956,0,0.090643576,0.78810507,0.14530893,0.017570609,0.58538627,8.27,3.6653244,0.001027596
0.853,1311.8911,2403.5109,2396.1432,0,0.090499384,0.78808764,0.14419194,0.017435542,0.58465041,8.27,3.6655283,0.0010196397
0.854,1310.0582,2400.3911,2393.0901,0,0.090356307,0.78807034,0.14307668,0.017300687,0.58391437,8.27,3.6657307,0.0010116969
0.855,1308.2249,2397.2712,2390.0364,0,0.090214344,0.78805317,0.14196316,0.017166042,0.58317816,8.27,3.6659314,0.0010037679
0.856,1306.3912,2394.1514,2386.982,0,0.090073493,0.78803614,0.14085138,0.017031606,0.58244177,8.27,3.6661306,0.00099585233
0.857,1304.5572,2391.0315,2383.927,0,0.089933751,0.78801924,0.13974133,0.01689738,0.5817052,8.27,3.6663282,0.00098795033
0.858,1302.7227,2387.9117,2380.8714,0,0.089795118,0.78800248,0.138633,0.016763362,0.58096847,8.27,3.6665242,0.00098006179
0.859,1300.8879,2384.7918,2377.8151,0,0.089657592,0.78798585,0.13752639,0.016629552,0.58023156,8.27,3.6667186,0.00097218667
0.86,1299.0527,2381.672,2374.7582,0,0.08952117,0.78796935,0.1364215,0.016495949,0.57949448,8.27,3.6669115,0.00096432493
0.861,1297.2171,2378.5521,2371.7006,0,0.089385852,0.78795299,0.13531831,0.016362553,0.57875722,8.27,3.6671028,0.00095647651
0.862,1295.3812,2375.4322,2368.6425,0,0.089251635,0.78793676,0.13421683,0.016229363,0.5780198,8.27,3.6672925,0.00094864138
0.863,1293.5449,2372.3124,2365.5837,0,0.089118518,0.78792067,0.13311705,0.016096379,0.57728221,8.27,3.6674807,0.00094081948
0.864,1291.7082,2369.1925,2362.5243,0,0.088986499,0.7879047,0.13201897,0.015963599,0.57654445,8.27,3.6676673,0.00093301078
0.865,1289.8711,2366.0727,2359.4643,0,0.088855577,0.78788887,0.13092257,0.015831025,0.57580652,8.27,3.6678523,0.00092521522
0.866,1288.0337,2362.9528,2356.4037,0,0.088725749,0.78787317,0.12982787,0.015698654,0.57506842,8.27,3.6680358,0.00091743277
0.867,1286.1958,2359.833,2353.3425,0,0.088597014,0.78785761,0.12873485,0.015566487,0.57433016,8.27,3.6682177,0.00090966339
0.868,1284.3577,2356.7131,2350.2806,0,0.08846937,0.78784217,0.1276435,0.015434523,0.57359173,8.27,3.6683981,0.00090190702
0.869,1282.5191,2353.5933,2347.2182,0,0.088342817,0.78782687,0.12655383,0.015302761,0.57285313,8.27,3.6685769,0.00089416363
0.87,1280.6802,2350.4734,2344.1552,0,0.088217351,0.7878117,0.12546583,0.015171201,0.57211437,8.27,3.6687542,0.00088643317
0.871,1278.841,2347.3535,2341.0915,0,0.088092971,0.78779666,0.1243795,0.015039843,0.57137545,8.27,3.66893,0.00087871562
